Date,US - SPX,SPX,SPX resampleW ma50,SPX resampleW ma100,SPX resampleW ma200
2025-03-30,5580.93994140625,5580.93994140625,5900.14919921875,5929.046196289062,5759.040795898438
2025-04-06,5074.080078125,5074.080078125,5844.11259765625,5911.647202148438,5760.298647460938
2025-04-13,5363.35986328125,5363.35986328125,5760.945185546875,5873.826196289063,5754.255346679687
2025-04-20,5282.7001953125,5282.7001953125,5705.476005859375,5851.452900390625,5751.578649902343
2025-04-27,5525.2099609375,5525.2099609375,5636.18259765625,5820.512998046875,5746.922399902343
2025-05-04,5686.669921875,5686.669921875,5582.752607421875,5797.09740234375,5746.008547363282
2025-05-11,5659.91015625,5659.91015625,5551.615810546875,5776.086899414063,5748.280595703125
2025-05-18,5958.3798828125,5958.3798828125,5558.3180078125,5771.922998046875,5759.846594238281
2025-05-25,5802.81982421875,5802.81982421875,5584.635,5766.324096679688,5773.104592285156
2025-06-01,5911.68994140625,5911.68994140625,5605.2337890625,5766.6676953125,5785.2375390625
2025-06-08,6000.35986328125,6000.35986328125,5629.831982421875,5770.176293945313,5796.3446362304685
2025-06-15,5976.97021484375,5976.97021484375,5667.8123828125,5773.307290039063,5806.59013671875
2025-06-22,5967.83984375,5967.83984375,5736.79078125,5769.766689453125,5814.121137695312
2025-06-29,6173.06982421875,6173.06982421875,5809.44458984375,5772.869892578125,5829.579738769531
2025-07-06,6279.35009765625,6279.35009765625,5887.551982421875,5779.877993164063,5842.771240234375
2025-07-13,6259.75,6259.75,5963.222978515625,5788.301591796875,5857.555490722656
2025-07-20,6296.7900390625,6296.7900390625,6028.283173828125,5798.1269921875,5871.119841308594
2025-07-27,6388.64013671875,6388.64013671875,6089.088193359375,5819.617197265625,5886.591545410156
2025-08-03,6238.009765625,6238.009765625,6129.667783203125,5849.185893554688,5900.925246582031
2025-08-10,6389.4501953125,6389.4501953125,6177.75,5886.152797851562,5913.324846191406
2025-08-17,6449.7998046875,6449.7998046875,6227.812998046875,5924.31439453125,5928.742595214844
2025-08-24,6466.91015625,6466.91015625,6269.548798828125,5961.49869140625,5944.6876953125
2025-08-31,6460.259765625,6460.259765625,6316.14578125,6016.617583007813,5959.4659423828125
2025-09-07,6481.5,6481.5,6349.546376953125,6064.3805859375,5969.103391113281
2025-09-14,6584.2900390625,6584.2900390625,6384.88818359375,6126.3041796875,5984.925991210937
2025-09-21,6664.35986328125,6664.35986328125,6421.6909765625,6185.467778320312,6000.472238769531
2025-09-28,6643.7001953125,6643.7001953125,6459.76958984375,6237.127583007812,6014.913041992188
2025-10-05,6715.7900390625,6715.7900390625,6496.924384765625,6287.985385742188,6031.001643066406
2025-10-12,6552.509765625,6552.509765625,6529.817373046875,6326.767080078125,6049.5087890625
2025-10-19,6664.009765625,6664.009765625,6564.03677734375,6365.884384765625,6066.177241210938
2025-10-26,6791.68994140625,6791.68994140625,6595.1613671875,6406.69728515625,6086.7919921875
2025-11-02,6840.2001953125,6840.2001953125,6640.019580078125,6450.337490234375,6111.516240234375
2025-11-09,6728.7998046875,6728.7998046875,6670.289580078125,6488.423784179688,6129.919287109375
2025-11-16,6734.10986328125,6734.10986328125,6704.16798828125,6526.857182617187,6148.468586425781
2025-11-23,6602.990234375,6602.990234375,6711.40958984375,6548.14888671875,6162.746640625
2025-11-30,6849.08984375,6849.08984375,6724.976591796875,6569.49478515625,6177.345637207031
2025-12-07,6870.39990234375,6870.39990234375,6744.2069921875,6598.524887695313,6195.33708984375
2025-12-14,6827.41015625,6827.41015625,6761.85078125,6625.86318359375,6218.001340332031
2025-12-21,6834.5,6834.5,6767.61017578125,6646.582578125,6241.921037597656
2025-12-28,6929.93994140625,6929.93994140625,6790.16357421875,6671.01998046875,6267.39173828125
2026-01-04,6858.47021484375,6858.47021484375,6805.011396484375,6691.5998828125,6292.670290527344
2026-01-11,6966.27978515625,6966.27978515625,6818.2105859375,6715.356982421875,6323.198188476563
2026-01-18,6940.009765625,6940.009765625,6829.71939453125,6742.042387695313,6355.801789550781
2026-01-25,6915.60986328125,6915.60986328125,6838.191396484375,6757.962192382813,6387.289887695312
2026-02-01,6939.02978515625,6939.02978515625,6857.658583984375,6782.685888671875,6428.979135742187
2026-02-08,6932.2998046875,6932.2998046875,6885.68498046875,6799.445688476562,6469.512534179688
2026-02-15,6964.81982421875,6964.81982421875,6889.663779296875,6803.0262890625,6477.457333984375
