Date,US - SPX,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Healthcare,Industrials,Real Estate,Technology,Utilities
2016-05-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2016-05-15,99.48812877215823,96.26624760919795,96.34241288877507,122.9588413154753,99.77186886634232,238.65242449827403,105.34947891927231,150.19258019148296,93.26926516773362,100.6904620588861,100.15906227785905,100.19130380501176
2016-05-22,99.76570265171857,95.39517883183551,98.23259528616647,124.38636966645917,97.53636774167913,237.49700310832034,103.56370758857499,159.12666624780078,92.79797055014394,100.15977321127063,105.32519099316211,66.8734268970787
2016-05-29,102.03778878465519,97.47242170470301,105.92233930379986,154.87168869946098,100.75913644677127,230.54779875698551,107.3453948284936,169.97955527101712,94.8488940447067,104.8614421162574,110.05992835259033,67.74134320860487
2016-06-05,102.04118302240258,100.1435961303129,104.02168995225914,159.96914209240964,101.36361846871125,234.44083575451762,102.23277231124091,177.12124848021267,94.74404611107417,106.51118339323709,111.46559585196394,70.0087791630341
2016-06-12,101.89244182769022,103.78370688221796,100.50388790680185,155.30557897614838,100.98581407593169,229.9235973782015,99.01191757355373,166.94714740795249,94.1849732566385,106.55241209199535,110.33145814936896,71.12883960176458
2016-06-19,100.68444922855267,102.73178487522227,99.88580377716345,168.77360771429025,100.96823461375068,220.96380662107126,100.66246874018941,166.9516420060626,92.5701007354581,103.05795593280807,106.19121905280464,71.20791553436189
2016-06-26,99.04090827903245,101.87745986639865,96.8636435352465,172.72100580003254,99.64303308883163,227.18894348639154,98.03433701761584,172.17749016913834,91.99467256583847,105.14900377251466,103.92961796955444,71.52178370987905
2016-07-03,102.22688105748307,102.43939174636614,86.75952139046306,189.42772346764906,105.33703245109649,0.564363886381157,101.46719387832131,184.90140590785117,94.24413662555853,109.39729864108673,106.14175110066002,73.84575935913354
2016-07-10,103.53695001628877,108.01363161283604,89.15933581865785,195.54373366050842,107.82246266425477,0.5268677265607509,102.92468544116278,188.41089347975776,95.88263561740678,112.19901500253138,109.29479030394664,73.89300501010719
2016-07-17,105.08473429705158,108.79860758090274,90.62219194845184,175.1843456542036,107.47607675377002,0.5896599920957091,108.68923064419835,186.43115054664423,96.49400515735887,100.75620488827526,111.53520220848235,72.79261751178706
2016-07-24,105.73077879360957,103.0105673366613,81.35785771153468,174.98546066373316,107.43911115156182,0.5575077246042337,108.43536504488762,204.60635440117252,88.22112776775248,99.9534943811918,111.55109710145008,73.51273304813431
2016-07-31,105.6612681275735,100.46235625213009,79.95279999796891,116.3016364566676,106.97559058882746,0.6595915558522928,106.82575012191408,261.5595633829902,90.17236075227764,98.04914990257964,114.76396568797547,72.30654899303168
2016-08-07,106.11189472641078,99.91176915280542,82.38407767107513,115.62386111978353,109.46730564206916,1.1485286534057306,106.69463244863708,265.15065586245686,80.30873539800348,98.5379513509233,113.12167387154157,70.04716619659452
2016-08-14,106.16925259715559,108.57673115788553,81.95013342530105,115.51582940723861,110.24269716199149,0.5568825536379812,108.70411099156539,225.0577245168045,97.23101733098956,128.43619035518122,113.0988599432874,69.68260909189098
2016-08-21,106.16050590757587,109.60146766539249,82.40690580713428,136.7504099169974,107.99650506602272,0.5817143531548025,108.63434015872659,215.37646332914142,99.82382271654136,103.1106655832005,112.61352146848087,68.78738563659034
