Date,US - SPX,PE_RATIO,PX_TO_BOOK_RATIO,PX_TO_SALES_RATIO,EARN_YLD,DIV_YLD,earnings,sales
2016-05-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2016-05-15,99.48812877215823,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2016-05-22,99.76570265171857,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2016-05-29,102.03778878465519,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2016-06-05,102.04118302240258,100.0,100.0,100.0,100.0,101.38248847926266,99.49851253718657,100.0
2016-06-12,101.89244182769022,100.0,100.0,100.0,100.0,101.38248847926266,99.49851253718657,100.0
2016-06-19,100.68444922855267,100.0,100.0,100.0,100.0,101.38248847926266,99.49851253718657,100.0
2016-06-26,99.04090827903245,100.0,100.0,100.0,100.0,101.38248847926266,99.49851253718657,100.0
2016-07-03,102.22688105748307,102.2945348352107,100.0,100.0,102.15827338129496,101.84331797235023,99.35401614959626,100.28724168195964
2016-07-10,103.53695001628877,102.2945348352107,100.0,100.0,102.15827338129496,101.84331797235023,99.35401614959626,100.28724168195964
2016-07-17,105.08473429705158,102.2945348352107,100.0,100.0,102.15827338129496,101.84331797235023,99.35401614959626,100.28724168195964
2016-07-24,105.73077879360957,102.2945348352107,100.0,100.0,102.15827338129496,101.84331797235023,99.35401614959626,100.28724168195964
2016-07-31,105.6612681275735,102.2945348352107,100.0,100.0,102.15827338129496,101.84331797235023,99.35401614959626,100.28724168195964
2016-08-07,106.11189472641078,102.50312891113893,100.0,100.0,102.39808153477217,101.84331797235023,99.35401614959626,100.28724168195964
2016-08-14,106.16925259715559,102.50312891113893,100.0,100.0,102.39808153477217,101.84331797235023,99.35401614959626,100.28724168195964
2016-08-21,106.16050590757587,102.50312891113893,100.0,100.0,102.39808153477217,101.84331797235023,99.35401614959626,100.28724168195964
2016-08-28,105.4395982931494,102.50312891113893,100.0,100.0,102.39808153477217,101.84331797235023,99.35401614959626,100.28724168195964
2016-09-04,105.97140176678381,101.04297037964123,100.0,100.0,100.95923261390888,104.60829493087557,101.07947301317466,100.28724168195964
2016-09-11,103.43536024315085,101.04297037964123,100.0,100.0,100.95923261390888,104.60829493087557,101.07947301317466,100.28724168195964
2016-09-18,103.98709002859586,101.04297037964123,100.0,100.0,100.95923261390888,104.60829493087557,101.07947301317466,100.28724168195964
2016-09-25,105.2281349078957,101.04297037964123,100.0,100.0,100.95923261390888,104.60829493087557,101.07947301317466,100.28724168195964
2016-10-02,105.40216673421516,101.04297037964123,100.0,100.0,100.95923261390888,103.68663594470047,101.66595835104121,100.92732962756101
2016-10-09,104.69584484773105,101.04297037964123,100.0,100.0,100.95923261390888,103.68663594470047,101.66595835104121,100.92732962756101
2016-10-16,103.68667625202572,101.04297037964123,100.0,100.0,100.95923261390888,103.68663594470047,101.66595835104121,100.92732962756101
2016-10-23,104.08431239092599,101.04297037964123,100.0,100.0,100.95923261390888,103.68663594470047,101.66595835104121,100.92732962756101
2016-10-30,103.36729746874127,101.04297037964123,100.0,100.0,100.95923261390888,103.68663594470047,101.66595835104121,100.92732962756101
