Date,US - SPX,Magnificent 7,Ex Magnificent 7
2000-05-31,100.0,,
2000-06-30,102.39335496158772,,
2000-07-31,100.72011689740673,,
2000-08-31,106.83373784269978,,
2000-09-30,101.11995174244075,,
2000-10-31,100.6194600154414,,
2000-11-30,92.56299970225704,,
2000-12-31,92.93819878831937,,
2001-01-31,96.15725983679562,,
2001-02-28,87.28283561280699,,
2001-03-31,81.67886639418676,,
2001-04-30,87.95297637691078,,
2001-05-31,88.40067350916924,,
2001-06-30,86.18752822220819,,
2001-07-31,85.2618612758436,,
2001-08-31,79.79585918176112,,
2001-09-30,73.27466980822003,,
2001-10-31,74.60087621497816,,
2001-11-30,80.20906453288514,,
2001-12-31,80.81655468008529,,
2002-01-31,79.5579311977473,,
2002-02-28,77.90581440861074,,
2002-03-31,80.76798777750138,,
2002-04-30,75.80740971793473,,
2002-05-31,75.11896614022447,,
2002-06-30,69.67619487082982,,
2002-07-31,64.17147759989105,,
2002-08-31,64.4847263879741,,
2002-09-30,57.38983832944291,,
2002-10-31,62.35112100436905,,
2002-11-30,65.90947583061906,,
2002-12-31,61.932987642163674,,
2003-01-31,60.235113819010955,,
2003-02-28,59.210899540324405,,
2003-03-31,59.7057586408829,,
2003-04-30,64.54455854343976,,
2003-05-31,67.82979328561713,,
2003-06-30,68.59777676668338,,
2003-07-31,69.71068665196427,,
2003-08-31,70.95663994713665,,
2003-09-30,70.10910796984419,,
2003-10-31,73.9624087705708,,
2003-11-30,74.48965010262036,,
2003-12-31,78.27115747251034,,
2004-01-31,79.62340027608892,,
2004-02-29,80.59552027895894,,
2004-03-31,79.27706464115529,,
2004-04-30,77.94594311262117,,
2004-05-31,78.88779902651373,,
2004-06-30,80.3069115462827,,
2004-07-31,77.55314582831187,,
2004-08-31,77.73053704150055,,
2004-09-30,78.45839611499152,,
2004-10-31,79.5579311977473,,
2004-11-30,82.62846448416356,,
2004-12-31,85.31043677129774,,
2005-01-31,83.15289594764536,,
2005-02-28,84.72476392163131,,
2005-03-31,83.1050250675507,,
2005-04-30,81.43390084944818,,
2005-05-31,83.87301284505207,,
2005-06-30,83.86104297681085,,
2005-07-31,86.87738103063745,,
2005-08-31,85.9024339734592,,
2005-09-30,86.49937207600738,,
2005-10-31,84.96480575172363,,
2005-11-30,87.95438560762977,,
2005-12-31,87.87062230855193,,
2006-01-31,90.10840335448468,,
2006-02-28,90.1492366738546,,
2006-03-31,91.14951551249382,,
2006-04-30,92.25749738669334,,
2006-05-31,89.40518003996544,,
2006-06-30,89.41292221604968,,
2006-07-31,89.8676655019031,,
2006-08-31,91.7795275725872,,
2006-09-30,94.03421079427766,,
2006-10-31,96.99704104513363,,
2006-11-30,98.59425798632101,,
2006-12-31,99.83810173185003,,
2007-01-31,101.24172989945053,,
2007-02-28,99.02998525033824,,
2007-03-31,100.01830281360647,,
2007-04-30,104.34816419772022,,
2007-05-31,107.74461645938516,,
2007-06-30,105.82500361974658,,
2007-07-31,102.44052122632287,,
2007-08-31,103.75827224876704,,
2007-09-30,107.47219669423689,,
2007-10-31,109.06518594326728,,
2007-11-30,104.26158243720438,,
2007-12-31,103.36196048053048,,
2008-01-31,97.03998821058202,,
2008-02-29,93.66676247716981,,
2008-03-31,93.10854384791307,,
2008-04-30,97.53554763006491,,
2008-05-31,98.57665978807404,,
2008-06-30,90.10277502447894,,
2008-07-31,89.21441832068678,,
2008-08-31,90.30198353520133,,
2008-09-30,82.10333699819249,,
2008-10-31,68.1930182070031,,
2008-11-30,63.088836100022725,,
2008-12-31,63.58229026629735,,
2009-01-31,58.13600021654033,,
2009-02-28,51.74504008788787,,
2009-03-31,56.16429739752036,,
2009-04-30,61.43953347588905,,
2009-05-31,64.7008327780191,,
2009-06-30,64.7135029651847,,
2009-07-31,69.51147384480674,,
2009-08-31,71.84429203556934,,
2009-09-30,74.41081051818874,,
2009-10-31,72.94030404152763,,
2009-11-30,77.12445612501939,,
2009-12-31,78.49500174220444,,
2010-01-31,75.59270826217363,,
2010-02-28,77.74813523974753,,
2010-03-31,82.3194476846726,,
2010-04-30,83.53441938620269,,
2010-05-31,76.68661501492366,,
2010-06-30,72.55455291081331,,
2010-07-31,77.54469903686814,,
2010-08-31,73.86526637253272,,
2010-09-30,80.33225192061391,,
2010-10-31,83.2929769182616,,
2010-11-30,83.10221519898295,,
2010-12-31,88.5287932044145,,
2011-01-31,90.53357857384992,,
2011-02-28,93.4267206470775,,
2011-03-31,93.32887363367993,,
2011-04-30,95.98831541505068,,
2011-05-31,94.69238169014024,,
2011-06-30,92.96353916265058,,
2011-07-31,90.9672005846589,,
