Date,US - SPX,US Cyclicals/Defensives,US Growth/Value,US Small/Large,US Equity/Bond,US High beta/Low volatility
2024-05-12,100.0,100.0,100.0,100.0,100.0,100.0
2024-05-19,101.54307445674566,99.49832773914649,100.58149536955415,100.10563449958545,100.24047781476067,100.83115631523629
2024-05-26,101.570841719218,98.8592192900602,103.74201935438366,98.74283453847691,100.24955394293869,102.23976082381677
2024-06-02,101.04983625262001,99.07984807644561,102.13741744567211,99.41516358489085,100.88432730747611,100.14786619622735
2024-06-09,102.38019665018363,98.14017834140115,105.6991041652513,95.84245359378174,100.98227453508267,100.08863454686188
2024-06-16,104.00024345438209,97.91007205943595,109.16311043690794,93.21550653441068,99.20380097617901,101.66852990936717
2024-06-23,104.63248625730866,98.9737986074832,108.24144309955008,93.40955905161536,100.27200632674813,100.80642551939596
2024-06-30,104.55321399518644,99.51514692883397,109.45530145376343,94.58484620501869,102.59904006416775,102.13091792726905
2024-07-07,106.59641705081941,101.1387706243853,113.41878891031682,91.61010988916647,103.68231704957425,102.88702708481831
2024-07-14,107.51855194380656,101.01945661320823,110.31251018468828,96.48286671323322,103.14461725794743,104.67580756644452
2024-07-21,105.40565025459401,101.04163700689821,105.54912519280333,100.19820256941394,102.22852283091292,101.58488014368324
2024-07-28,104.52679302422791,100.03773173710098,101.7361248081132,104.73800065274045,101.3049415761327,99.70399435877249
2024-08-04,102.37195996390818,95.97324647070049,101.4268092616107,99.90684717177555,93.82043133291116,92.25941650303969
2024-08-11,102.32600841675277,96.15746862010921,101.99236491294205,98.575523026769,95.8054149705554,93.27248024110388
2024-08-18,106.34865266604518,97.78526647429221,104.46271457776173,97.47275084730548,98.43108924461922,96.51878996027283
2024-08-25,107.88732362763109,98.22081430388603,104.0186231210531,99.60099901034368,98.85591398366476,97.57021217698957
2024-09-01,108.15136505077716,98.51897336143254,101.99606298818415,99.36609445543675,101.08045129614318,94.7440419089178
2024-09-08,103.55640666941596,96.68688687559532,99.8868182045594,97.97442620446158,93.91071733213111,89.3393052898612
2024-09-15,107.72285168102727,98.01728726175963,102.86830741900141,98.1636096433618,96.84649973737581,94.11900295779674
2024-09-22,109.18818715209699,100.34276531820355,102.9460722863999,98.85696938679513,99.43696021661796,97.01271211262875
2024-09-29,109.8702146932947,101.54320914012467,103.17812002339339,98.17612231341165,100.31492038009758,98.35831631380977
2024-10-06,110.11721243984579,101.95382304207816,103.06451573733244,97.33054575741974,103.7589634519868,97.91906961820274
2024-10-13,111.34187025508204,101.73164274462198,103.51973857770733,97.08143673241236,107.02633468618174,99.17978340892756
2024-10-20,112.29234271458554,103.6985168232836,103.5356375918513,98.0450869016776,107.75598893043662,97.5811866206001
2024-10-27,111.2095690661103,104.55971353044409,106.11254386479968,95.95703007837861,108.73696590071968,98.38894143278377
2024-11-03,109.69080265058622,105.17598599772546,105.22718011234429,97.41475357464131,108.7692810425025,96.45308764640859
2024-11-10,114.79814649315836,109.47094438432234,107.18472084337462,100.9167711997641,111.90802262758608,98.95044367749827
2024-11-17,112.40627263394174,113.48041557259299,106.02897518921701,98.89823102544003,112.51249944924328,95.32758812749141
2024-11-24,114.29648461782477,113.0898936552845,105.325409797863,101.57428553124548,113.99492708464787,98.47211304088562
2024-12-01,115.50352845242202,112.72070832194541,105.60519555902603,101.74101058182634,110.94831650090175,97.68951700641837
2024-12-08,116.61196578287927,115.56156169072733,111.43995048850739,99.41812793502774,111.41885927561788,102.09020300770828
2024-12-15,115.86177288454832,116.70084888004943,113.6258291867192,97.43186025531129,115.96823050847978,102.18500072624093
2024-12-22,113.55951155421968,115.88215459313254,115.17110299794007,94.92786498045183,115.82562756671973,100.51632201313791
2024-12-29,114.32520550345274,115.93831160298262,115.3767735717651,94.40195475913104,118.20149311044041,100.85680790567247
2025-01-05,113.78200492537012,115.30979968010588,114.7710620267222,95.83899428061198,117.33764950436658,101.69558778135861
2025-01-12,111.57183367428478,112.99118472478284,114.00415403534241,94.37504646902988,117.52999210100631,102.33582147739071
