Date,US - SPX,Magnificent 7,Ex Magnificent 7
2016-05-08,100.0,,
2016-05-15,99.48812877215823,,
2016-05-22,99.76570265171857,,
2016-05-29,102.03778878465519,,
2016-06-05,102.04118302240258,,
2016-06-12,101.89244182769022,,
2016-06-19,100.68444922855267,,
2016-06-26,99.04090827903245,,
2016-07-03,102.22688105748307,,
2016-07-10,103.53695001628877,,
2016-07-17,105.08473429705158,,
2016-07-24,105.73077879360957,,
2016-07-31,105.6612681275735,,
2016-08-07,106.11189472641078,,
2016-08-14,106.16925259715559,,
2016-08-21,106.16050590757587,,
2016-08-28,105.4395982931494,,
2016-09-04,105.97140176678381,,
2016-09-11,103.43536024315085,,
2016-09-18,103.98709002859586,,
2016-09-25,105.2281349078957,,
2016-10-02,105.40216673421516,,
2016-10-09,104.69584484773105,,
2016-10-16,103.68667625202572,,
2016-10-23,104.08431239092599,,
2016-10-30,103.36729746874127,,
2016-11-06,101.36305941874272,,
2016-11-13,105.21646869913465,,
2016-11-20,106.06473143687222,,
2016-11-27,107.59356257888489,,
2016-12-04,106.55327618117396,,
2016-12-11,109.83842360205767,,
2016-12-18,109.76745317643093,,
2016-12-25,110.04550770853942,,
2017-01-01,108.83217452553362,,
2017-01-08,110.68668633979524,,
2017-01-15,110.5729319034019,,
2017-01-22,110.41106474033784,,
2017-01-29,111.5475884593543,,
2017-02-05,111.6802960344978,,
2017-02-12,112.58836144359543,,
2017-02-19,114.2926604355899,,
2017-02-26,115.07919789177485,,
2017-03-05,115.84628375471529,,
2017-03-12,115.33489317942167,,
2017-03-19,115.60954160581862,,
2017-03-26,113.94363547785467,,
2017-04-02,114.85460853816944,,
2017-04-09,114.50558358043423,,
2017-04-16,113.21300800078804,,
2017-04-23,114.17259224226788,,
2017-04-30,115.89877576015795,,
2017-05-07,116.6323227564059,,
2017-05-14,116.22446830037106,,
2017-05-21,115.77870756683592,,
2017-05-28,117.43586700522013,,
2017-06-04,118.56607696730792,,
2017-06-11,118.21121297121009,,
2017-06-18,118.27829070459511,,
2017-06-25,118.52864540837369,,
2017-07-02,117.80481827476592,,
2017-07-09,117.89086101486521,,
2017-07-16,119.54802045324942,,
2017-07-23,120.19309177674697,,
2017-07-30,120.17170570534574,,
2017-08-06,120.40163564281939,,
2017-08-13,118.67545212492931,,
2017-08-20,117.90885284851909,,
2017-08-27,118.75954851890775,,
2017-09-03,120.38802308793746,,
2017-09-10,119.65301633209886,,
2017-09-17,121.53913253489625,,
2017-09-24,121.63586831069617,,
2017-10-01,122.46907060192534,,
2017-10-08,123.92594627728668,,
2017-10-15,124.11260561746347,,
2017-10-22,125.1839979492158,,
2017-10-29,125.46886469274732,,
2017-11-05,125.79796333867195,,
2017-11-12,125.5286554961432,,
2017-11-19,125.36094929471655,,
2017-11-26,126.50670628984298,,
2017-12-03,128.44143367380545,,
2017-12-10,128.89254685917294,,
2017-12-17,130.0742875216071,,
2017-12-24,130.44033113993575,,
2017-12-31,129.9673452966368,,
2018-01-07,133.3477568657656,,
2018-01-14,135.44241693463542,,
2018-01-21,136.61200480177828,,
2018-01-28,139.65360973030644,,
2018-02-04,134.27039613484143,,
2018-02-11,127.33942199454191,,
2018-02-18,132.8164399786614,,
2018-02-25,133.54950038837913,,
2018-03-04,130.82484131048432,,
2018-03-11,135.45846242216842,,
2018-03-18,133.77845715279233,,
2018-03-25,125.81837623701273,,
2018-04-01,128.3758157000111,,
2018-04-08,126.60636158482419,,
2018-04-15,129.12588290235811,,
2018-04-22,129.79865405418556,,
2018-04-29,129.78747443195473,,
2018-05-06,129.47198834091202,,
2018-05-13,132.5976896634186,,
2018-05-20,131.8806747412339,,
2018-05-27,132.28706943767804,,
2018-06-03,132.93311393423605,,
2018-06-10,135.09193221730956,,
2018-06-17,135.12255156482072,,
2018-06-24,133.91796507139472,,
2018-07-01,132.14318224030373,,
2018-07-08,134.1581133260029,,
