Date,US - SPX,US Cyclicals/Defensives,US Growth/Value,US Small/Large,US Equity/Bond,US High beta/Low volatility
2005-05-31,100.0,,100.0,,100.0,
2005-06-30,99.98572858201322,,98.75168061807041,,97.99530341580149,
2005-07-31,103.58204395391839,,100.49787501875555,,105.66768953008237,
2005-08-31,102.41963542213072,,99.68808579933207,,101.53644912970712,
2005-09-30,103.1313519591901,,98.9720118471254,,106.10693200906024,
2005-10-31,101.30172133996014,,100.8000474485532,,106.38986734153488,
2005-11-30,104.86613348457827,,101.41118961696962,,110.79446118364768,
2005-12-31,104.76626429395719,,100.78188652556929,,107.7251544605892,
2006-01-31,107.43432279099349,,99.96103556683997,,111.80853586009212,
2006-02-28,107.48300748465695,,98.81436713130155,,111.61162580692485,
2006-03-31,108.67561855788396,,99.042351602516,,118.83206029704951,
2006-04-30,109.99664165770562,,96.68920525725711,,124.20793097720035,
2006-05-31,106.59588466809168,,95.69923883764015,,121.17215565286317,
2006-06-30,106.60511549910827,,94.79266986946907,,119.97403603619937,
2006-07-31,107.14729619636488,,90.3977366247566,,118.47913364673495,
2006-08-31,109.4267684673993,,91.64318527656839,,117.93080338749174,
2006-09-30,112.11497906722094,,92.69914048613403,,118.81763212051422,
2006-10-31,115.64749822964751,,92.85493438964465,,121.98919448180735,
2006-11-30,117.55182583993391,,93.14538417393663,,122.07703574076838,
2006-12-31,119.03483414419848,,91.32715983768506,,127.33664570122237,
2007-01-31,120.70834999868862,,92.95695425232778,,130.55096738446082,
2007-02-28,118.07133414092006,,92.70361011667147,,124.29856922165867,
2007-03-31,119.24968404125578,,92.01107439525586,,127.89524884224939,
2007-04-30,124.4120851965747,,92.18939645368718,,132.85315286428988,
2007-05-31,128.46160261159778,,92.12685933481178,,141.12827413427627,
2007-06-30,126.17288926445131,,93.40388442776619,,140.435262620351,
2007-07-31,122.13764326741503,,95.9195816590704,,132.174016525027,
2007-08-31,123.708769637799,,96.36795566498975,,132.03263120085026,
2007-09-30,128.136802349979,,97.63515006232544,,136.74280010493325,
2007-10-31,130.03608937329523,,100.37229333828559,,136.65713098242344,
2007-11-30,124.30885561464015,,102.2955562341769,,125.2398523147527,
2007-12-31,123.23625558972408,,104.59700613282179,,124.9431520143633,
2008-01-31,115.69870321679605,,100.98672493743646,,114.98530888786604,
2008-02-29,111.67687829482271,,103.88577696790766,,112.91724102757925,
2008-03-31,111.01132615794167,,103.8593166206784,,109.4284605138623,
2008-04-30,116.28954811752519,,105.61536270067862,,118.06066312602242,
2008-05-31,117.53084388441566,,109.94296818005907,,123.60877113111182,
2008-06-30,107.42761225346203,,113.93184829356909,,110.19975449168622,
2008-07-31,106.36844354870436,,112.26537715084102,,110.00771716162569,
2008-08-31,107.6651243016943,,111.79369783932214,,109.1245590261694,
2008-09-30,97.89005332367289,,107.26391737685074,,97.20179862809105,
2008-10-31,81.30507763323543,,105.24269754145897,,82.93731524530462,
2008-11-30,75.2194704351133,,102.96606906775297,,67.75601005796213,
2008-12-31,75.8078052874528,,103.37807650688087,,60.11807506953566,
2009-01-31,69.31431010346726,,110.60920225444278,,63.47868877586006,
2009-02-28,61.694504981575214,,118.38655762110655,,57.69791273571422,
2009-03-31,66.96349098759443,,118.8274582594805,,59.81204464898371,
2009-04-30,73.25304217864824,,117.69418422355915,,70.86939680431409,
2009-05-31,77.1414196096045,,114.97135301163593,,78.12650258656863,
2009-06-30,77.1565260028719,,118.07003160680665,,77.30840087383729,
2009-07-31,82.87704410144775,,117.15335683703856,,82.8657650084233,
2009-08-31,85.65841335435901,,113.54393904072317,,84.33456592066837,
2009-09-30,88.71841846871065,,115.17417831135603,,85.09618102526997,
2009-10-31,86.96516503619387,,116.74596898062354,,85.96973745001921,
2009-11-30,91.95384010766367,,116.63599498961712,,90.46324129525922,
2009-12-31,93.58791234460239,,119.67150795850677,,98.57303180843394,
2010-01-31,90.12756987974717,,117.03602160246601,,92.50037273786381,
2010-02-28,92.69743938181914,,118.46861153873354,,96.05184655488135,
2010-03-31,98.14771747469052,,118.52677208328173,,103.94203559932895,
2010-04-30,99.59630225818297,,118.21874425237291,,102.53908893747796,
2010-05-31,91.4318115131924,,117.58294024311428,,90.11463318594743,
2010-06-30,86.50524221044901,,117.34545523804685,,80.6599276636103,
2010-07-31,92.45488674661667,,118.28384370673209,,87.25817782044916,
2010-08-31,88.06797784764477,,117.68987855278927,,77.13085924538144,
2010-09-30,95.77842645168904,,121.5719127001591,,86.0071638555371,
2010-10-31,99.30843556572597,,124.47669417640664,,93.81880792669452,
2010-11-30,99.08099444633865,,126.47487215555306,,95.73703769751573,
2010-12-31,105.55098738132081,,124.03239284328917,,106.23178197746263,
2011-01-31,107.94125011474507,,122.85318134556698,,112.16292902144771,
2011-02-28,111.39068155292698,,121.36014855864951,,114.57704181111022,
2011-03-31,111.27402065083403,,122.08762476651171,,114.42952384825,
2011-04-30,114.44481622757554,,122.2452729088401,,115.53641818776386,
2011-05-31,112.89970215458456,,123.04563894099982,,110.93248675449306,
2011-06-30,110.83844017192091,,124.29636498887515,,111.51003149387826,
2011-07-31,108.4582483673416,,127.86456738604981,,105.0161914866382,
2011-08-31,102.2987842759914,,128.1765169002777,,90.79567158581017,
2011-09-30,94.95762013808749,,128.0441460455394,,74.47593718752566,
2011-10-31,105.18674350215065,,129.59558057338108,,86.11199098983643,
2011-11-30,104.65463373373898,,130.05271187495276,,84.30698669179387,
2011-12-31,105.54762699000734,,126.71483288570951,,82.29820631671957,
2012-01-31,110.14771583547525,,130.16243466050676,,86.39977426450697,
2012-02-29,114.61855255652014,,131.2882874881719,,92.7755057781094,
2012-03-31,118.20981709635963,,132.5093496889914,,99.7858665029149,
2012-04-30,117.32354462271822,,133.34247067049373,,94.79400555179693,
2012-05-31,109.97313940870225,,132.81156223247,,81.92271670700637,
2012-06-30,114.32312498360784,,130.9324042294133,,86.43669292172365,
2012-07-31,115.76331903391208,,130.98490442345314,,84.42166730465792,
2012-08-31,118.05119228323018,,133.45670101550894,,87.87819563866431,
2012-09-30,120.91229911416808,,132.78510244752638,,92.15287121130332,
2012-10-31,118.51951608725871,,129.12758748192857,,91.10660727126239,
2012-11-30,118.8569075712075,,132.71789975188716,,90.5755085496844,
2012-12-31,119.69701564467059,,130.3699473865788,,93.44110497164505,
2013-01-31,125.73310829639635,,127.96356996140928,,101.45608515838988,
2013-02-28,127.12379804539971,,127.36127548445906,,101.71881160821555,
2013-03-31,131.69869420111203,,127.38386052876703,,105.7831449862406,
2013-04-30,134.0805662013481,,126.63606374895392,,103.21397521117768,
2013-05-31,136.86445574774444,,125.5949058766333,,113.5492474817701,
2013-06-30,134.81158449826899,,124.48438685417801,,115.49428787573632,
2013-07-31,141.47964586393203,,124.71496222132534,,124.55281265241305,
2013-08-31,137.05161315175198,,127.07516062890596,,122.76637754061768,
2013-09-30,141.12883330492028,,130.5646030621103,,125.55150129012485,
2013-10-31,147.4225798625682,,130.152151665825,,129.85206736935245,
2013-11-30,151.55770529532103,,129.1457410008323,,137.78391539658935,
2013-12-31,155.12882797747062,,131.1827591859887,,144.16774344694548,
2014-01-31,149.60889348051302,,132.05377492478314,,130.83956719729593,
2014-02-28,156.05958465563364,,134.136941027186,,136.42943991831729,
2014-03-31,157.1414155115663,,128.886953892077,,136.2914057463184,
2014-04-30,158.11581629642257,,127.84549101209306,,134.76828934985903,
2014-05-31,161.4410361971517,,130.6043596183298,,134.2701223267522,
2014-06-30,164.51783302297525,,131.5758948396082,,137.0854039102496,
2014-07-31,162.0369319299465,,131.09799788069432,,134.6974956636388,
2014-08-31,168.13848049661667,,132.57213796475344,,134.05036552767442,
2014-09-30,165.53000747482164,,132.19204551293672,,134.73208593564578,
2014-10-31,169.37054543249056,,133.75276008935907,,134.45896579096424,
2014-11-30,173.52581272293327,,134.52380758744928,,134.49852072125867,
2014-12-31,172.79898467005873,,133.06090755724827,,129.7866517297106,
2015-01-31,167.43516493784097,,136.62940264056965,,114.6840604920038,
2015-02-28,176.62610155266472,,137.8470004721127,,129.31238020510975,
2015-03-31,173.55349497088756,,134.59986921548332,,125.5910947080269,
2015-04-30,175.03231303110576,,136.63599551602832,,131.5991102372555,
2015-05-31,176.8686439427717,,137.0473844043638,,136.8103495338246,
2015-06-30,173.15233801274655,,138.30117169040054,,139.34431859814123,
2015-07-31,176.57071656656524,,141.39809200220094,,136.59602394128197,
2015-08-31,165.52077664380508,,140.71846381257336,,129.4431059270345,
2015-09-30,161.14393867367812,,140.7265824586327,,123.33441947104554,
2015-10-31,174.51616512143306,,142.45973400841018,,134.65358356647067,
2015-11-30,174.604272942457,,141.8954433305052,,136.62573498471423,
2015-12-31,171.54342773027696,,140.55086789302794,,134.43316848822926,
2016-01-31,162.84011667934325,,138.7111483305839,,120.99745664046692,
2016-02-29,162.16785400493077,,138.01409446939002,,117.50031170344056,
2016-03-31,172.86949141706882,,139.14514468714006,,125.11404150907155,
2016-04-30,173.33613502544063,,135.98403143113126,,126.80176731208563,
2016-05-31,175.99244239797525,,137.9030299471524,,128.1855670824341,
2016-06-30,176.1527576518569,,135.83880424104447,,119.9108122237399,
2016-07-31,182.42552225398657,,138.44606367462802,,121.9516463590507,
2016-08-31,182.2031012313785,,137.08904940822603,,123.57294612537653,
2016-09-30,181.97818040547628,,139.00125552260278,,125.06927395875915,
2016-10-31,178.44313070446916,,136.89385013335965,,128.76273375101636,
2016-11-30,184.54133937001677,,130.71977415059243,,145.7308850661583,
2016-12-31,187.9001324485942,,129.0815612155651,,149.1911520896773,
2017-01-31,191.26060572282836,,132.97441614877184,,150.634361444695,
2017-02-28,198.37514834898238,,134.0018289132293,,154.4440370789164,
2017-03-31,198.2979413095363,,137.38297708608428,,155.28103625915824,
