Date,US - SPX,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Healthcare,Industrials,Real Estate,Technology,Utilities
2000-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2000-06-30,102.39335496158772,94.72677366887523,105.57907395909302,55.10546933336511,106.99069327994302,80.0699316014705,84.04855118968155,93.25823360026708,106.80107969380077,52.671247060473156,115.15322965260594,90.5410938733501
2000-07-31,100.72011689740673,112.64725020273293,34.59956351476623,36.73770855989123,105.80055603809626,106.95532236349996,84.4466308732355,95.7069205862642,109.4651889450255,56.11042718962103,107.3882281492987,94.57614786035252
2000-08-31,106.83373784269978,152.84172240221704,39.05880455201039,39.223106960257105,100.34619890849716,91.70786590274547,91.07314296067587,130.42950391615585,115.39352412850445,51.43866149973755,115.7800042582109,103.2354082001856
2000-09-30,101.11995174244075,129.10363838916564,1.5428198832266176,44.59336381088816,105.08781400786755,97.75480932387961,100.29768120974774,134.32093367900669,119.09681616746678,51.59752043254695,109.95514592632227,114.95080836089609
2000-10-31,100.6194600154414,77.69359227839475,1.239627598708374,24.868279526006692,106.57421570917674,43.06721281727637,94.72880975941678,90.07459144280432,116.79224126195744,47.863725544639365,96.73451903821771,106.50914265191554
2000-11-30,92.56299970225704,74.29522793962717,1.6950998506988155,19.639354738377428,102.1174560625701,41.13109251480479,96.63911509883833,100.55451301338682,126.75352570053269,49.25497418112286,70.47349898590394,117.20327711224552
2000-12-31,92.93819878831937,90.73251242942281,10.211593205978344,19.942431039549604,107.97852117694897,52.53117516330897,107.34322063192228,106.31015592166688,117.81232403691828,52.98393395670568,66.45381236514541,121.28000265801381
2001-01-31,96.15725983679562,83.40085118165447,11.326737383864383,27.269287924779224,101.77481503009527,52.32478424646442,93.8236113830768,93.93377341670538,112.52725891552657,105.83168346658378,62.67169625422974,110.73218432009824
2001-02-28,87.28283561280699,84.00868366668381,14.36663776876819,27.863364491417407,104.80048898368992,33.76529360989024,95.3851087169096,87.79224194912241,103.74150770462458,110.00128903533954,43.449298812243306,117.10272587806199
2001-03-31,81.67886639418676,85.54815026134675,13.68977164625985,25.815243780108236,98.52841077439088,30.939215334954145,97.81114611325032,77.77906791857076,92.32935079124157,81.41315376375961,36.62257705057376,118.49488240795054
2001-04-30,87.95297637691078,92.67255864620084,12.258775373223854,22.558839524446515,98.09718226890003,25.411283145738288,99.22494019407412,83.02863203330398,91.73780432456118,79.54129786186972,52.41468456533622,115.92776478384275
2001-05-31,88.40067350916924,97.22341326393472,13.300902236286921,25.511472837100257,96.21556724673532,25.549288147029554,106.18650378128282,81.43968561179132,99.6265005264794,81.28511780243197,55.01081858167799,119.15898921579287
2001-06-30,86.18752822220819,92.32361279666715,15.888826199759382,27.441882802663738,97.0517662985966,21.60019473613421,107.76328194766769,75.98607962107322,104.06094487007319,68.58429182926609,53.108466121102104,112.46961222393195
2001-07-31,85.2618612758436,99.38372654120535,15.757757402979324,18.98250028841007,126.1279475044444,19.21043088527683,113.76567022175634,156.3977314225912,102.67452864725593,68.40865165450742,47.20732965977918,98.96737115174527
2001-08-31,79.79585918176112,102.29105639203087,35.8675114826953,18.62680690024485,128.7058621851789,18.005209387026216,113.01847593993051,158.4378276273637,95.99967108204739,77.99218781270017,45.2085634233077,99.57290033531285
