Date,US - SPX,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Technology,Communication Services,Utilities,Real Estate,Energy
2000-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,,100.0
2000-06-30,102.39335496158772,91.0209971953071,95.86864406779661,94.40923931467239,105.41773368146214,100.21186440677967,94.82222644705367,109.9556119213697,,95.87687228180272,,94.04359810845105
2000-07-31,100.72011689740673,91.81754480927904,97.35169491525424,95.90779866887354,101.56657963446476,98.72881355932203,103.74298210525974,104.43880786303109,,97.36118700141827,,90.46006244417433
2000-08-31,106.83373784269978,93.91744971294997,106.9915254237288,91.9308342466092,100.32634986945168,102.22457627118644,113.66190828905047,114.67976157260622,,101.15449827896616,,100.33899859974798
2000-09-30,101.11995174244075,84.14194563752542,103.60169491525424,91.81556045013218,104.37334725848564,98.51694915254238,115.78293213772133,94.10272669625871,,113.57890948062179,,101.54963704401155
2000-10-31,100.6194600154414,91.60028769883567,105.93220338983052,90.66282248536207,111.61879895561357,100.0,114.78480587123494,88.71274571972098,,120.1759419770761,,98.78936155573642
2000-11-30,92.56299970225704,89.28312568472137,102.33050847457628,88.4150018978678,115.46995300261096,90.88983050847457,108.92079499962676,70.5136334812936,,120.12094911418568,,93.60774719345235
2000-12-31,92.93819878831937,99.27588687058928,105.93220338983052,94.40923931467239,119.32114882506528,92.37288135593221,117.77918958837171,63.538363982244775,,116.76747518724137,,102.85715879626673
2001-01-31,96.15725983679562,96.62570233180648,106.33898305084746,105.38795257875783,110.62140992167102,99.05084745762711,117.4996737120922,75.6880152187698,,110.1968660049462,,99.57967644818233
2001-02-28,87.28283561280699,97.87692347618793,99.96613559322034,97.86284225712365,111.28981723237598,97.15254237288136,109.5945315818664,56.83701204819277,,112.48380208621039,,98.37099054659419
2001-03-31,81.67886639418676,92.54745084372503,90.13559322033899,96.23978720272733,103.26892950391644,90.91528813559322,105.96130712263634,50.32339885859226,,110.0912431166563,,95.14771450230927
2001-04-30,87.95297637691078,102.41860736709224,100.4406779661017,100.70318860231721,105.27415143603133,97.6271186440678,109.79415978577023,58.46036778693722,,115.40408847130747,,104.9724133613425
