Date,US - SPX,EU - STOXX 600/SPX,UK - FTSE/SPX,JP - N225/SPX,CN - CSI300/SPX,TW - TAIEX/SPX,KR - KOSPI/SPX,AU - AS51/SPX,BR - IBOV/SPX,CL - IPSA/SPX,MX - ME/SPX,IN - NIFTY/SPX,VN - VN30/SPX,TR - XU100/SPX
2024-02-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2024-02-25,101.66274736726383,99.49695948065062,98.29518696774035,99.9271515759602,102.01298263621138,99.85487614485447,99.06780426409397,98.20423670159516,98.89388134701682,96.07872910044507,97.55127426046745,99.13205882617294,98.24796673076736,99.681308160705
2024-03-03,102.62727838237228,98.62725768088136,97.07090254507548,101.04413106621794,102.4459807855707,99.16116831597354,97.20454722438798,98.45188550057895,97.78400993111713,99.66100662242252,94.71832967849497,98.75763756168955,100.82420081563521,95.82612123915611
2024-03-10,102.3597736388771,100.01378233348166,97.036253864832,100.7449878237309,102.9200264431656,103.87991109650905,98.85977050568596,99.54805843804158,96.43852152353,97.70695844361731,93.93931015707062,99.7018785850138,99.74179297027023,96.69089327918695
2024-03-17,102.22791856766588,100.44324773098685,98.019912339687,98.38082058322176,103.7819528891726,103.47335935750226,98.48834715072168,97.52110432569295,96.31291274178352,99.78034435278497,96.27331711902822,97.74363786865311,100.36732464744347,93.36166703798389
2024-03-24,104.56711942077806,99.14367429306428,98.35076339488987,101.59879224945854,100.75007294761417,103.96444509260331,99.23559636375055,97.02548373563945,94.37030735839294,98.34219678333054,94.7593099395007,95.87555569284885,100.28690874634421,94.19678529882172
2024-03-31,104.97006898662788,99.35026247284684,98.24129054625304,99.4257182707517,99.68279469769185,103.1461523682095,98.7561129831352,98.04825878794809,94.80657509084739,99.8798191634643,95.66027650881853,96.5022814856969,101.38473783623732,93.51047502768631
2024-04-07,103.97097686200539,99.10758521411182,98.66823377528144,97.4422964855204,101.9794690557947,105.12484882641147,98.55728073333617,97.89636434525889,94.7382893277323,98.84519819523516,97.79738560993322,98.24475351205587,98.79150020747629,100.01185345811166
2024-04-14,102.35418416223257,100.41473408870263,101.29632334856451,100.33064643888765,100.92018615891082,108.88025477292193,98.9193903552461,98.5427088279548,95.59016668731422,101.20428518801108,96.73174297480035,99.82190426728988,102.50301781625699,103.6549883335638
2024-04-21,99.23405635928805,102.35025937945406,103.17808322605214,97.05675984870507,106.06457592286651,105.75361843032238,98.60710361972495,99.83564613577536,97.9523922782419,101.22157682022437,98.5330903196885,101.25787237557819,98.26107589803854,105.59890743022203
2024-04-28,101.88570212849808,101.4215039329566,103.59800747496747,96.74028790138989,104.54693606526189,106.1313159877586,98.42970680645908,97.20282463333247,96.47206907082612,99.02183093937356,99.35474670707752,99.8380325508709,99.42841950844532,105.20781062757976
2024-05-05,102.44168434635364,100.38456453233408,103.96815393982291,96.97946679995164,104.5633739777939,106.65600474249126,98.64362083497619,97.36594017754734,97.45179633608441,101.04004368346374,97.62190013386119,99.54376225253908,100.09411005205797,108.44909231232973
2024-05-12,104.33737534759864,101.52995086429799,104.81673825506725,95.20012595128169,104.42617800458218,106.66788213058626,98.6967667127676,96.66965968445635,95.00433748690091,100.43345324917013,96.82586902874974,95.90598484374861,99.98567951198734,105.87465013426791
2024-05-19,105.94737873542628,100.4056326381406,103.05868486175042,95.12254736217048,103.1672636879097,107.83496857222401,97.0896936194294,96.48953128759973,93.96474315922882,99.18518365190391,95.13151285358428,96.20820409458615,100.98522167507195,108.60225903475202
2024-05-26,105.97635036829578,99.92327179330205,101.77423818085217,94.7501857070281,100.99397970788846,109.36167613186257,95.74433346646668,95.51150533565676,91.12043005253011,100.89881089755637,91.52155620680394,98.28397283753773,98.90093009149975,108.90990855811089
2024-06-02,105.43274693902993,99.97542308749301,101.77983305386367,94.84881856676316,100.90725375996324,107.93187635149503,94.40890033508265,95.72835914569404,89.96373529792204,99.27746400836425,91.60515648353649,96.95579689436727,98.83071605136855,106.63977202877253
2024-06-09,106.82081006051169,99.7008171386685,100.0929737447384,94.09314314357718,99.43438103568366,109.97144506224275,96.22690414831015,95.38464670304715,87.82683345264563,98.05922496555775,86.80682288596286,98.9215823949994,99.99743438014218,102.60754990458834
2024-06-16,108.51112437541501,95.80446562158865,97.3565779380153,92.94020950303062,96.99314877507811,111.4595221729346,95.97176995701557,92.51428775646616,85.66777815453764,94.79309923087442,84.23775931840622,98.11423818280525,99.07416058366618,104.3202248906045
2024-06-23,109.17078992181268,95.98206408304222,97.84753381001951,91.85956338022669,95.15722202034259,114.4715725100871,96.28546366455765,92.84684534679411,86.34470555780712,93.79590901367388,84.63550945881732,97.66891745776567,98.73507828788144,106.66094691000563
2024-06-30,109.0880793241357,95.36676045176517,97.0468391231306,94.2791202465759,94.30413646998875,113.46890865715406,96.82775914073247,92.53860207730632,88.2370743791508,92.78394536224201,84.14054044338076,99.86202163168635,95.69500737213632,105.51845480731758
2024-07-07,111.21990376540506,94.4862078904941,95.6508297174224,95.5774388018903,91.6789996143846,113.82763576296895,97.15818765985834,91.54510826095955,88.19452990174362,91.99573387912449,82.35959232170161,99.22576090546826,96.64064058985149,105.47749624023592
2024-07-14,112.18203510991222,95.03217839528796,95.39664586145213,95.40231247524538,91.98788061804903,114.57765391336576,96.14889926640173,92.94824458726409,89.25931679402012,92.1399437838058,85.74103021673741,99.09586119608306,94.76573134697638,106.62610943949191
2024-07-21,109.9774889437128,94.26072805395344,96.16295898564505,94.65236613810724,95.63187749944905,111.75478306852563,95.9636755143935,93.64204698139925,90.14404134614892,94.1113413482339,85.43119428230831,101.20088699751267,96.70321276980857,109.66141323772956
2024-07-28,109.06051237649623,95.65385634904679,98.51707424614901,89.739052562937,92.90109290897165,108.99834532342338,94.5702722296129,95.28602080271838,90.81366438339045,93.07190994888693,84.77096700499546,103.31625223608638,95.98277115801001,107.95886713828477
2024-08-04,106.81221611823626,94.81442917571897,99.24319551190396,87.35224951821367,94.1637429104335,108.871900544474,94.59177873924408,95.36914314950539,91.53359896970352,93.30681614664178,85.60946117182824,104.99333959838128,97.9396635111657,106.00125662788993
2024-08-11,106.76427148000269,95.11231700227711,99.20747943153009,85.23843307256638,92.73730882947106,108.06963442979212,91.53092632858646,95.59869870354575,95.03856738595975,93.4300128602321,86.9744698221754,103.5522810935284,96.74680884954547,100.31713494264045
2024-08-18,110.96139290928552,93.76222403580665,97.12971561114014,89.12727472886522,89.60464710854096,108.24564077069112,91.77057911316679,93.41294741754204,93.78113525354675,91.65128156176287,85.31293627078458,100.34544111828029,95.0626821256911,95.69023206692019
2024-08-25,112.56680180583992,93.63213348670598,95.93304439530922,88.5523041333377,87.83979864916925,105.78864089897446,90.61134200268765,93.41071466574469,93.5859426856696,90.60857004557988,83.17436622750682,100.05094631294827,95.84485835842955,92.84791060297596
2024-09-01,112.84229569658098,94.65098699379534,96.26019350603639,88.98884226931438,87.47370252859675,106.0544417428839,89.47408013685526,93.21152887003514,93.62977138652336,90.3414846517256,82.07564797560431,101.46622925359405,96.36133265917482,94.20309598216322
2024-09-08,108.0480367231542,95.28316272844937,98.18921156578993,87.51166795104743,88.8772375141928,106.61743854048511,88.90074792784685,95.07305739193433,96.75499832058071,91.21663988729335,82.75285914138057,104.3570328856025,99.41791957611882,97.76211762170755
2024-09-15,112.39519609357038,93.38054633746692,95.44854446384569,84.56684436274014,83.53333815595253,104.04517942854928,86.50794968553896,94.10632169632066,93.22667974344321,89.17535949862642,81.00578659002386,102.35668073399435,94.0403481521137,93.15693565915649
2024-09-22,113.92408866412191,91.82559541949796,93.67701744121037,86.03682819412971,83.50276542850001,104.53473754108327,85.94216900079468,93.10645003785616,89.37308664024575,87.72718714290811,80.18543173731244,102.71323618323748,95.05062371595781,93.94462666982871
2024-09-29,114.63569829975535,93.7078963852464,94.1222770542231,90.27528796971515,96.01479405526753,106.99578285664492,87.26645370411879,93.5264580306043,89.94655246585232,89.90237311949548,80.58499638402488,103.61126574178724,96.35335972356559,92.20352264557692
