Date,US - SPX,VIX Index (Inverted),High Yield Spread,IG - CCC,US10Y-US02Y
2018-07-31,2816.2900390625,-12.83,3.46,5.4,0.29
2018-08-01,2813.360107421875,-13.15,3.43,5.36,0.33
2018-08-02,2827.219970703125,-12.19,3.43,5.3,0.32
2018-08-03,2840.35009765625,-11.64,3.43,5.34,0.32
2018-08-06,2850.39990234375,-11.27,3.43,5.300000000000001,0.3
2018-08-07,2858.449951171875,-10.93,3.35,5.280000000000001,0.3
2018-08-08,2857.699951171875,-10.85,3.37,5.29,0.28
2018-08-09,2853.580078125,-11.27,3.38,5.3100000000000005,0.29
2018-08-10,2833.280029296875,-13.16,3.5,5.44,0.26
2018-08-13,2821.929931640625,-14.78,3.52,5.51,0.27
2018-08-14,2839.9599609375,-13.31,3.48,5.43,0.26
2018-08-15,2818.3701171875,-14.64,3.55,5.54,0.25
2018-08-16,2840.68994140625,-13.45,3.49,5.469999999999999,0.24
2018-08-17,2850.1298828125,-12.64,3.49,5.490000000000001,0.26
2018-08-20,2857.050048828125,-12.49,3.52,5.52,0.22
2018-08-21,2862.9599609375,-12.86,3.48,5.499999999999999,0.24
2018-08-22,2861.820068359375,-12.25,3.48,5.47,0.22
2018-08-23,2856.97998046875,-12.41,3.47,5.499999999999999,0.21
2018-08-24,2874.68994140625,-11.99,3.46,5.499999999999999,0.19
2018-08-27,2896.739990234375,-12.16,3.43,5.48,0.18
2018-08-28,2897.52001953125,-12.5,3.4,5.449999999999999,0.21
2018-08-29,2914.0400390625,-12.25,3.39,5.43,0.22
2018-08-30,2901.1298828125,-13.53,3.44,5.43,0.22
2018-08-31,2901.52001953125,-12.86,3.49,5.449999999999999,0.24
2018-09-04,2896.719970703125,-13.16,3.46,5.36,0.24
2018-09-05,2888.60009765625,-13.91,3.49,5.4,0.24
2018-09-06,2878.050048828125,-14.65,3.52,5.460000000000001,0.24
2018-09-07,2871.679931640625,-14.88,3.48,5.449999999999999,0.23
2018-09-10,2877.1298828125,-14.16,3.46,5.42,0.21
2018-09-11,2887.889892578125,-13.22,3.4,5.300000000000001,0.22
2018-09-12,2888.919921875,-13.14,3.38,5.24,0.23
2018-09-13,2904.179931640625,-12.37,3.35,5.23,0.21
2018-09-14,2904.97998046875,-12.07,3.29,5.24,0.21
2018-09-17,2888.800048828125,-13.68,3.29,5.16,0.21
2018-09-18,2904.31005859375,-12.79,3.24,5.12,0.24
2018-09-19,2907.949951171875,-11.75,3.24,5.13,0.27
2018-09-20,2930.75,-11.8,3.25,5.13,0.26
2018-09-21,2929.669921875,-11.68,3.25,5.120000000000001,0.26
2018-09-24,2919.3701171875,-12.2,3.28,5.23,0.25
2018-09-25,2915.56005859375,-12.42,3.26,5.169999999999999,0.27
2018-09-26,2905.969970703125,-12.89,3.27,5.17,0.23
2018-09-27,2914.0,-12.41,3.25,5.16,0.23
2018-09-28,2913.97998046875,-12.12,3.24,5.129999999999999,0.24
2018-10-01,2924.590087890625,-12.0,3.22,5.180000000000001,0.27
2018-10-02,2923.429931640625,-12.05,3.22,5.17,0.23
2018-10-03,2925.510009765625,-11.61,3.16,5.1,0.3
2018-10-04,2901.610107421875,-14.22,3.29,5.2700000000000005,0.32
2018-10-05,2885.570068359375,-14.82,3.32,5.299999999999999,0.35
2018-10-08,2884.429931640625,-15.69,3.32,5.299999999999999,0.35
2018-10-09,2880.340087890625,-15.95,3.41,5.38,0.33
2018-10-10,2785.679931640625,-22.96,3.51,5.49,0.34
2018-10-11,2728.3701171875,-24.98,3.58,5.61,0.29
2018-10-12,2767.1298828125,-21.31,3.54,5.53,0.3
2018-10-15,2750.7900390625,-21.3,3.49,5.48,0.31
2018-10-16,2809.919921875,-17.62,3.45,5.45,0.29
2018-10-17,2809.2099609375,-17.4,3.45,5.449999999999999,0.3
2018-10-18,2768.780029296875,-20.06,3.51,5.470000000000001,0.3
2018-10-19,2767.780029296875,-19.89,3.51,5.44,0.28
2018-10-22,2755.8798828125,-19.64,3.52,5.47,0.28
2018-10-23,2740.68994140625,-20.71,3.65,5.61,0.28
2018-10-24,2656.10009765625,-25.23,3.68,5.699999999999999,0.26
2018-10-25,2705.570068359375,-24.22,3.72,5.8100000000000005,0.28
2018-10-26,2658.68994140625,-24.16,3.85,5.959999999999999,0.27
2018-10-29,2641.25,-24.7,3.84,6.02,0.27
2018-10-30,2682.6298828125,-23.35,3.89,6.180000000000001,0.28
2018-10-31,2711.739990234375,-21.23,3.81,6.18,0.28
2018-11-01,2740.3701171875,-19.34,3.81,6.210000000000001,0.3
2018-11-02,2723.06005859375,-19.51,3.72,6.15,0.31
2018-11-05,2738.31005859375,-19.96,3.72,6.180000000000001,0.29
2018-11-06,2755.449951171875,-19.91,3.68,6.15,0.29
2018-11-07,2813.889892578125,-16.36,3.6,6.089999999999999,0.26
2018-11-08,2806.830078125,-16.72,3.57,6.14,0.26
2018-11-09,2781.010009765625,-17.36,3.71,6.339999999999999,0.25
2018-11-12,2726.219970703125,-20.45,3.71,6.339999999999999,0.25
2018-11-13,2722.179931640625,-20.02,3.89,6.56,0.25
2018-11-14,2701.580078125,-21.25,3.99,6.679999999999999,0.26
2018-11-15,2730.199951171875,-19.98,4.11,6.879999999999999,0.25
2018-11-16,2736.27001953125,-18.14,4.18,6.96,0.27
2018-11-19,2690.72998046875,-20.1,4.25,7.06,0.27
2018-11-20,2641.889892578125,-22.48,4.33,7.23,0.27
2018-11-21,2649.929931640625,-20.8,4.24,7.120000000000001,0.25
2018-11-23,2632.56005859375,-21.52,4.29,7.23,0.24
2018-11-26,2673.449951171875,-18.9,4.26,7.210000000000001,0.23
2018-11-27,2682.169921875,-19.02,4.31,7.28,0.23
2018-11-28,2743.7900390625,-18.49,4.25,7.229999999999999,0.25
2018-11-29,2737.800048828125,-18.79,4.22,7.229999999999999,0.22
2018-11-30,2760.169921875,-18.07,4.29,7.23,0.21
2018-12-03,2790.3701171875,-16.44,4.2,7.090000000000001,0.15
2018-12-04,2700.06005859375,-20.74,4.29,7.200000000000001,0.11
2018-12-06,2695.949951171875,-21.19,4.5,7.479999999999999,0.12
2018-12-07,2633.080078125,-23.23,4.5,7.470000000000001,0.13
2018-12-10,2637.719970703125,-22.64,4.56,7.6,0.13
2018-12-11,2636.780029296875,-21.76,4.48,7.55,0.11
2018-12-12,2651.070068359375,-21.46,4.4,7.47,0.14
2018-12-13,2650.5400390625,-20.65,4.39,7.52,0.16
2018-12-14,2599.949951171875,-21.63,4.46,7.6,0.16
2018-12-17,2545.93994140625,-24.52,4.58,7.829999999999999,0.16
2018-12-18,2546.159912109375,-25.58,4.72,8.08,0.17
2018-12-19,2506.9599609375,-25.58,4.84,8.24,0.14
2018-12-20,2467.419921875,-28.38,5.11,8.719999999999999,0.12
2018-12-21,2416.6201171875,-30.11,5.22,8.879999999999999,0.16
2018-12-24,2351.10009765625,-36.07,5.35,9.05,0.19
2018-12-26,2467.699951171875,-30.41,5.37,9.05,0.2
2018-12-27,2488.830078125,-29.96,5.38,9.010000000000002,0.21
2018-12-28,2485.739990234375,-28.34,5.3,8.850000000000001,0.2
2018-12-31,2506.85009765625,-25.42,5.33,8.86,0.21
2019-01-02,2510.030029296875,-23.22,5.35,8.91,0.16
2019-01-03,2447.889892578125,-25.45,5.44,8.950000000000001,0.17
2019-01-04,2531.93994140625,-21.38,5.05,8.31,0.17
2019-01-07,2549.68994140625,-21.4,4.83,8.05,0.17
2019-01-08,2574.409912109375,-20.47,4.65,7.8,0.15
2019-01-09,2584.9599609375,-19.98,4.52,7.66,0.18
2019-01-10,2596.639892578125,-19.5,4.54,7.67,0.18
2019-01-11,2596.260009765625,-18.19,4.55,7.660000000000001,0.16
2019-01-14,2582.610107421875,-19.07,4.6,7.7,0.18
2019-01-15,2610.300048828125,-18.6,4.55,7.660000000000001,0.19
2019-01-16,2616.10009765625,-19.04,4.44,7.53,0.18
2019-01-17,2635.9599609375,-18.06,4.4,7.510000000000001,0.19
2019-01-18,2670.7099609375,-17.8,4.27,7.37,0.17
2019-01-22,2632.89990234375,-20.8,4.41,7.59,0.16
2019-01-23,2638.699951171875,-19.52,4.39,7.609999999999999,0.18
2019-01-24,2642.330078125,-18.89,4.45,7.680000000000001,0.16
2019-01-25,2664.760009765625,-17.42,4.34,7.590000000000001,0.16
2019-01-28,2643.85009765625,-18.87,4.41,7.72,0.15
2019-01-29,2640.0,-19.13,4.4,7.75,0.16
2019-01-30,2681.050048828125,-17.66,4.36,7.660000000000001,0.18
2019-01-31,2704.10009765625,-16.57,4.37,7.699999999999999,0.18
2019-02-01,2706.530029296875,-16.14,4.29,7.630000000000001,0.18
2019-02-04,2724.8701171875,-15.73,4.25,7.6,0.2
2019-02-05,2737.699951171875,-15.57,4.15,7.510000000000001,0.18
2019-02-06,2731.610107421875,-15.38,4.13,7.44,0.18
2019-02-07,2706.050048828125,-16.37,4.29,7.61,0.17
2019-02-08,2707.8798828125,-15.72,4.32,7.630000000000001,0.18
2019-02-11,2709.800048828125,-15.97,4.28,7.6,0.17
2019-02-12,2744.72998046875,-15.43,4.17,7.46,0.18
2019-02-13,2753.030029296875,-15.65,4.12,7.379999999999999,0.18
2019-02-14,2745.72998046875,-16.22,4.17,7.44,0.16
2019-02-15,2775.60009765625,-14.91,4.12,7.38,0.14
2019-02-19,2779.760009765625,-14.88,4.11,7.43,0.15
2019-02-20,2784.699951171875,-14.02,4.08,7.359999999999999,0.15
2019-02-21,2774.8798828125,-14.46,4.04,7.28,0.16
2019-02-22,2792.669921875,-13.51,4.05,7.300000000000001,0.17
2019-02-25,2796.110107421875,-14.85,4.0,7.27,0.16
2019-02-26,2793.89990234375,-15.17,4.01,7.240000000000001,0.16
2019-02-27,2792.3798828125,-14.7,3.94,7.130000000000001,0.19
2019-02-28,2784.489990234375,-14.78,3.92,7.180000000000001,0.21
2019-03-01,2803.68994140625,-13.57,3.86,7.170000000000001,0.21
2019-03-04,2792.81005859375,-14.63,3.9,7.259999999999999,0.17
2019-03-05,2789.64990234375,-14.74,3.91,7.38,0.17
2019-03-06,2771.449951171875,-15.74,3.98,7.48,0.17
2019-03-07,2748.929931640625,-16.59,4.1,7.62,0.17
2019-03-08,2743.070068359375,-16.05,4.18,7.71,0.17
2019-03-11,2783.300048828125,-14.33,4.12,7.61,0.17
2019-03-12,2791.52001953125,-13.77,4.08,7.58,0.16
2019-03-13,2810.919921875,-13.41,3.99,7.43,0.16
2019-03-14,2808.47998046875,-13.5,3.95,7.380000000000001,0.17
2019-03-15,2822.47998046875,-12.88,3.95,7.479999999999999,0.16
2019-03-18,2832.93994140625,-13.1,3.95,7.47,0.15
2019-03-19,2832.570068359375,-13.56,3.91,7.46,0.15
2019-03-20,2824.22998046875,-13.91,3.97,7.5,0.14
2019-03-21,2854.8798828125,-13.63,3.92,7.5,0.13
2019-03-22,2800.7099609375,-16.48,4.03,7.699999999999999,0.13
2019-03-25,2798.360107421875,-16.33,4.13,7.81,0.17
2019-03-26,2818.4599609375,-14.68,4.09,7.76,0.17
2019-03-27,2805.3701171875,-15.15,4.09,7.75,0.17
2019-03-28,2815.43994140625,-14.43,4.08,7.74,0.16
2019-03-29,2834.39990234375,-13.71,3.99,7.620000000000001,0.14
2019-04-01,2867.18994140625,-13.4,3.94,7.41,0.16
2019-04-02,2867.239990234375,-13.36,3.95,7.41,0.18
2019-04-03,2873.39990234375,-13.74,3.9,7.31,0.19
2019-04-04,2879.389892578125,-13.58,3.9,7.279999999999999,0.18
2019-04-05,2892.739990234375,-12.82,3.86,7.220000000000001,0.15
2019-04-08,2895.77001953125,-13.18,3.84,7.18,0.16
2019-04-09,2878.199951171875,-14.28,3.86,7.250000000000001,0.16
2019-04-10,2888.2099609375,-13.3,3.86,7.22,0.17
2019-04-11,2888.320068359375,-13.02,3.79,7.22,0.16
2019-04-12,2907.409912109375,-12.01,3.68,7.160000000000001,0.16
2019-04-15,2905.580078125,-12.32,3.68,7.1000000000000005,0.15
2019-04-16,2907.06005859375,-12.18,3.64,7.029999999999999,0.19
2019-04-17,2900.449951171875,-12.6,3.67,6.98,0.19
2019-04-18,2905.030029296875,-12.09,3.73,7.069999999999999,0.19
2019-04-22,2907.969970703125,-12.42,3.73,7.090000000000001,0.21
2019-04-23,2933.679931640625,-12.28,3.72,7.090000000000001,0.21
2019-04-24,2927.25,-13.14,3.73,7.039999999999999,0.21
2019-04-25,2926.169921875,-13.25,3.75,7.050000000000001,0.21
2019-04-26,2939.8798828125,-12.73,3.76,7.039999999999999,0.23
2019-04-29,2943.030029296875,-13.11,3.73,6.93,0.24
2019-04-30,2945.830078125,-13.12,3.73,6.629999999999999,0.24
2019-05-01,2923.72998046875,-14.8,3.71,6.66,0.21
2019-05-02,2917.52001953125,-14.42,3.74,6.64,0.2
2019-05-03,2945.639892578125,-12.87,3.72,6.65,0.21
2019-05-06,2932.469970703125,-15.44,3.82,6.75,0.2
2019-05-07,2884.050048828125,-19.32,3.89,6.89,0.17
2019-05-08,2879.419921875,-19.4,3.87,6.959999999999999,0.19
2019-05-09,2870.719970703125,-19.1,3.99,7.02,0.19
2019-05-10,2881.39990234375,-16.04,4.01,7.07,0.21
2019-05-13,2811.8701171875,-20.55,4.2,7.31,0.22
2019-05-14,2834.409912109375,-18.06,4.13,7.199999999999999,0.22
2019-05-15,2850.9599609375,-16.44,4.17,7.220000000000001,0.21
2019-05-16,2876.320068359375,-15.29,4.06,7.079999999999999,0.2
2019-05-17,2859.530029296875,-15.96,4.07,7.13,0.19
2019-05-20,2840.22998046875,-16.31,4.06,7.149999999999999,0.2
2019-05-21,2864.360107421875,-14.95,3.99,7.0600000000000005,0.17
2019-05-22,2856.27001953125,-14.75,4.03,7.109999999999999,0.16
2019-05-23,2822.239990234375,-16.92,4.22,7.32,0.19
2019-05-24,2826.06005859375,-15.85,4.16,7.25,0.16
2019-05-28,2802.389892578125,-17.5,4.19,7.31,0.14
2019-05-29,2783.02001953125,-17.9,4.36,7.51,0.16
2019-05-30,2788.860107421875,-17.3,4.33,7.5,0.16
2019-05-31,2752.06005859375,-18.71,4.59,8.06,0.19
2019-06-03,2744.449951171875,-18.86,4.7,8.129999999999999,0.25
2019-06-04,2803.27001953125,-16.97,4.53,7.959999999999999,0.24
2019-06-05,2826.14990234375,-16.09,4.48,7.949999999999999,0.29
2019-06-06,2843.489990234375,-15.93,4.42,7.959999999999999,0.24
2019-06-07,2873.340087890625,-16.3,4.37,7.92,0.24
2019-06-10,2886.72998046875,-15.94,4.23,7.74,0.25
2019-06-11,2885.719970703125,-15.99,4.2,7.739999999999999,0.22
2019-06-12,2879.840087890625,-15.91,4.22,7.710000000000001,0.25
2019-06-13,2891.639892578125,-15.82,4.24,7.73,0.27
2019-06-14,2886.97998046875,-15.28,4.23,7.68,0.25
2019-06-17,2889.669921875,-15.35,4.23,7.67,0.23
2019-06-18,2917.75,-15.15,4.14,7.590000000000001,0.2
2019-06-19,2926.4599609375,-14.33,4.16,7.609999999999999,0.29
2019-06-20,2954.179931640625,-14.75,4.03,7.57,0.29
2019-06-21,2950.4599609375,-15.4,3.95,7.559999999999999,0.3
2019-06-24,2945.35009765625,-15.26,4.0,7.66,0.3
2019-06-25,2917.3798828125,-16.28,4.09,7.76,0.29
2019-06-26,2913.780029296875,-16.21,4.05,7.790000000000001,0.28
2019-06-27,2924.919921875,-15.82,4.09,7.73,0.27
2019-06-28,2941.760009765625,-15.08,4.07,7.739999999999999,0.25
2019-07-01,2964.330078125,-14.06,3.99,8.16,0.25
2019-07-02,2973.010009765625,-12.93,4.04,8.270000000000001,0.21
2019-07-03,2995.820068359375,-12.57,4.02,8.27,0.19
2019-07-05,2990.409912109375,-13.28,3.98,8.21,0.17
2019-07-08,2975.949951171875,-13.96,4.0,8.29,0.17
2019-07-09,2979.6298828125,-14.09,4.03,8.32,0.15
2019-07-10,2993.070068359375,-13.03,4.01,8.28,0.25
2019-07-11,2999.909912109375,-12.93,4.0,8.3,0.28
2019-07-12,3013.77001953125,-12.39,4.02,8.33,0.28
2019-07-15,3014.300048828125,-12.68,4.0,8.31,0.26
2019-07-16,3004.0400390625,-12.86,3.96,8.25,0.26
2019-07-17,2984.419921875,-13.97,4.01,8.35,0.23
2019-07-18,2995.110107421875,-13.53,4.11,8.45,0.27
2019-07-19,2976.610107421875,-14.45,4.07,8.420000000000002,0.25
2019-07-22,2985.030029296875,-13.53,4.06,8.420000000000002,0.25
2019-07-23,3005.469970703125,-12.61,3.99,8.370000000000001,0.25
2019-07-24,3019.56005859375,-12.07,3.98,8.38,0.22
2019-07-25,3003.669921875,-12.74,3.93,8.350000000000001,0.22
2019-07-26,3025.860107421875,-12.16,3.89,8.34,0.22
2019-07-29,3020.969970703125,-12.83,3.93,8.39,0.21
2019-07-30,3013.179931640625,-13.94,3.97,8.46,0.21
2019-07-31,2980.3798828125,-16.12,3.93,8.06,0.13
2019-08-01,2953.56005859375,-17.87,4.1,8.23,0.17
2019-08-02,2932.050048828125,-17.61,4.19,8.36,0.14
2019-08-05,2844.739990234375,-24.59,4.53,8.700000000000001,0.16
2019-08-06,2881.77001953125,-20.17,4.46,8.66,0.13
2019-08-07,2883.97998046875,-19.49,4.52,8.870000000000001,0.12
2019-08-08,2938.090087890625,-16.91,4.31,8.669999999999998,0.1
2019-08-09,2918.64990234375,-17.97,4.31,8.760000000000002,0.11
2019-08-12,2882.699951171875,-21.09,4.4,8.98,0.07
2019-08-13,2926.320068359375,-17.52,4.25,8.84,0.02
2019-08-14,2840.60009765625,-22.1,4.49,9.18,0.01
2019-08-15,2847.60009765625,-21.18,4.52,9.18,0.04
2019-08-16,2888.679931640625,-18.47,4.47,9.12,0.07
2019-08-19,2923.64990234375,-16.88,4.36,8.959999999999999,0.07
2019-08-20,2900.510009765625,-17.5,4.35,8.96,0.05
2019-08-21,2924.429931640625,-15.8,4.21,8.850000000000001,0.03
2019-08-22,2922.949951171875,-16.68,4.16,8.84,0.01
2019-08-23,2847.110107421875,-19.87,4.25,8.92,0.01
2019-08-26,2878.3798828125,-19.32,4.22,8.93,0.0
2019-08-27,2869.159912109375,-20.31,4.19,8.95,-0.04
2019-08-28,2887.93994140625,-19.35,4.17,8.96,-0.03
2019-08-29,2924.580078125,-17.88,4.08,8.819999999999999,-0.03
2019-08-30,2926.4599609375,-18.98,4.09,8.86,0.0
2019-09-03,2906.27001953125,-19.66,4.23,9.0,0.0
2019-09-04,2937.780029296875,-17.33,4.23,8.95,0.04
2019-09-05,2976.0,-16.27,4.07,8.85,0.02
2019-09-06,2978.7099609375,-15.0,4.05,8.77,0.02
2019-09-09,2978.429931640625,-15.27,3.99,8.71,0.05
2019-09-10,2979.389892578125,-15.2,3.9,8.56,0.05
2019-09-11,3000.929931640625,-14.61,3.92,8.46,0.07
2019-09-12,3009.570068359375,-14.22,3.85,8.379999999999999,0.07
2019-09-13,3007.389892578125,-13.74,3.83,8.33,0.11
2019-09-16,2997.9599609375,-14.67,3.8,8.19,0.1
2019-09-17,3005.699951171875,-14.44,3.81,8.25,0.09
2019-09-18,3006.72998046875,-13.95,3.82,8.34,0.03
2019-09-19,3006.7900390625,-14.05,3.77,8.370000000000001,0.05
2019-09-20,2992.070068359375,-15.32,3.81,8.39,0.05
2019-09-23,2991.780029296875,-14.91,3.84,8.440000000000001,0.04
2019-09-24,2966.60009765625,-17.05,3.9,8.459999999999999,0.04
2019-09-25,2984.8701171875,-15.96,3.91,8.459999999999999,0.05
2019-09-26,2977.6201171875,-16.07,3.95,8.5,0.04
2019-09-27,2961.7900390625,-17.22,3.99,8.57,0.06
2019-09-30,2976.739990234375,-16.24,4.02,8.899999999999999,0.05
2019-10-01,2940.25,-18.56,4.08,8.96,0.09
2019-10-02,2887.610107421875,-20.56,4.28,9.28,0.12
2019-10-03,2910.6298828125,-19.12,4.4,9.4,0.15
2019-10-04,2952.010009765625,-17.04,4.38,9.31,0.12
2019-10-07,2938.7900390625,-17.86,4.31,9.27,0.1
2019-10-08,2893.06005859375,-20.28,4.39,9.4,0.12
2019-10-09,2919.39990234375,-18.64,4.32,9.35,0.12
2019-10-10,2938.1298828125,-17.57,4.26,9.29,0.14
2019-10-11,2970.27001953125,-15.58,4.1,9.14,0.13
2019-10-14,2966.14990234375,-14.57,4.08,8.99,0.13
2019-10-15,2995.679931640625,-13.54,4.01,8.97,0.16
2019-10-16,2989.68994140625,-13.68,4.01,8.96,0.17
2019-10-17,2997.949951171875,-13.79,4.0,8.920000000000002,0.16
2019-10-18,2986.199951171875,-14.25,4.02,8.99,0.18
2019-10-21,3006.719970703125,-14.0,3.98,8.91,0.18
2019-10-22,2995.989990234375,-14.46,3.99,8.98,0.18
2019-10-23,3004.52001953125,-14.01,3.98,8.940000000000001,0.19
2019-10-24,3010.2900390625,-13.71,3.96,8.92,0.19
2019-10-25,3022.550048828125,-12.65,3.89,8.879999999999999,0.17
2019-10-28,3039.419921875,-13.11,3.85,8.87,0.21
2019-10-29,3036.889892578125,-13.2,3.86,8.84,0.2
2019-10-30,3046.77001953125,-12.33,3.96,8.97,0.17
2019-10-31,3037.56005859375,-13.22,4.15,9.15,0.17
2019-11-01,3066.909912109375,-12.3,4.09,9.14,0.17
2019-11-04,3078.27001953125,-12.83,3.99,8.98,0.19
2019-11-05,3074.6201171875,-13.1,3.97,8.969999999999999,0.23
2019-11-06,3076.780029296875,-12.62,4.02,9.15,0.2
2019-11-07,3085.179931640625,-12.73,3.96,9.13,0.24
2019-11-08,3093.080078125,-12.07,4.0,9.13,0.26
2019-11-11,3087.010009765625,-12.69,3.99,9.14,0.26
2019-11-12,3091.840087890625,-12.68,4.0,9.16,0.26
2019-11-13,3094.0400390625,-13.0,4.05,9.35,0.25
2019-11-14,3096.6298828125,-13.05,4.08,9.45,0.24
2019-11-15,3120.4599609375,-12.05,4.06,9.4,0.23
2019-11-18,3122.030029296875,-12.46,4.09,9.49,0.21
2019-11-19,3120.179931640625,-12.86,4.12,9.76,0.19
2019-11-20,3108.4599609375,-12.78,4.18,9.76,0.17
2019-11-21,3103.5400390625,-13.13,4.17,9.82,0.17
2019-11-22,3110.2900390625,-12.34,4.13,9.83,0.16
2019-11-25,3133.639892578125,-11.87,4.08,9.81,0.15
2019-11-26,3140.52001953125,-11.54,4.05,9.79,0.16
2019-11-27,3153.6298828125,-11.75,3.99,9.74,0.14
2019-11-29,3140.97998046875,-12.62,4.01,9.79,0.17
2019-12-02,3113.8701171875,-14.91,4.03,9.86,0.22
2019-12-03,3093.199951171875,-15.96,4.14,9.96,0.19
2019-12-04,3112.760009765625,-14.8,4.02,9.75,0.19
2019-12-05,3117.429931640625,-14.52,4.0,9.69,0.22
2019-12-06,3145.909912109375,-13.62,3.89,9.51,0.23
2019-12-09,3135.9599609375,-15.86,3.88,9.48,0.2
2019-12-10,3132.52001953125,-15.68,3.84,9.39,0.2
2019-12-11,3141.6298828125,-14.99,3.83,9.329999999999998,0.18
2019-12-12,3168.570068359375,-13.94,3.7,9.07,0.24
2019-12-13,3168.800048828125,-12.63,3.71,9.02,0.21
2019-12-16,3191.449951171875,-12.14,3.62,8.75,0.24
2019-12-17,3192.52001953125,-12.29,3.58,8.68,0.26
2019-12-18,3191.139892578125,-12.58,3.51,8.53,0.29
2019-12-19,3205.3701171875,-12.5,3.54,8.510000000000002,0.3
2019-12-20,3221.219970703125,-12.51,3.53,8.45,0.29
2019-12-23,3224.010009765625,-12.61,3.52,8.42,0.29
2019-12-24,3223.3798828125,-12.67,3.53,8.450000000000001,0.28
2019-12-26,3239.909912109375,-12.65,3.53,8.450000000000001,0.26
2019-12-27,3240.02001953125,-13.43,3.56,8.469999999999999,0.29
2019-12-30,3221.2900390625,-14.82,3.6,8.459999999999999,0.32
2019-12-31,3230.780029296875,-13.78,3.6,8.59,0.34
2020-01-02,3257.85009765625,-12.47,3.56,8.53,0.3
2020-01-03,3234.85009765625,-14.02,3.61,8.520000000000001,0.27
2020-01-06,3246.280029296875,-13.85,3.57,8.51,0.27
2020-01-07,3237.179931640625,-13.79,3.54,8.43,0.29
2020-01-08,3253.050048828125,-13.45,3.5,8.360000000000001,0.29
2020-01-09,3274.699951171875,-12.54,3.49,8.34,0.27
2020-01-10,3265.35009765625,-12.56,3.48,8.309999999999999,0.27
2020-01-13,3288.1298828125,-12.32,3.48,8.36,0.27
2020-01-14,3283.14990234375,-12.39,3.45,8.239999999999998,0.24
2020-01-15,3289.2900390625,-12.42,3.44,8.22,0.23
2020-01-16,3316.81005859375,-12.32,3.42,8.15,0.23
2020-01-17,3329.6201171875,-12.1,3.39,8.1,0.26
2020-01-21,3320.7900390625,-12.85,3.47,8.21,0.25
2020-01-22,3321.75,-12.91,3.49,8.3,0.24
2020-01-23,3325.5400390625,-12.98,3.58,8.43,0.23
2020-01-24,3295.469970703125,-14.56,3.68,8.51,0.21
2020-01-27,3243.6298828125,-18.23,4.03,9.079999999999998,0.17
2020-01-28,3276.239990234375,-16.28,3.86,8.87,0.2
2020-01-29,3273.39990234375,-16.39,3.83,8.88,0.18
2020-01-30,3283.659912109375,-15.49,3.95,9.05,0.16
2020-01-31,3225.52001953125,-18.84,4.03,8.93,0.18
2020-02-03,3248.919921875,-17.97,3.97,8.91,0.18
2020-02-04,3297.590087890625,-16.05,3.85,8.67,0.2
2020-02-05,3334.68994140625,-15.15,3.75,8.57,0.22
2020-02-06,3345.780029296875,-14.96,3.7,8.39,0.21
2020-02-07,3327.7099609375,-15.47,3.75,8.38,0.18
2020-02-10,3352.090087890625,-15.04,3.75,8.48,0.19
2020-02-11,3357.75,-15.18,3.65,8.440000000000001,0.18
2020-02-12,3379.449951171875,-13.74,3.59,8.36,0.18
2020-02-13,3373.93994140625,-14.15,3.57,8.32,0.17
2020-02-14,3380.159912109375,-13.68,3.56,8.32,0.17
2020-02-18,3370.2900390625,-14.83,3.61,8.43,0.14
2020-02-19,3386.14990234375,-14.38,3.57,8.36,0.14
2020-02-20,3373.22998046875,-15.56,3.62,8.36,0.13
2020-02-21,3337.75,-17.08,3.66,8.34,0.12
2020-02-24,3225.889892578125,-25.03,4.03,8.81,0.12
2020-02-25,3128.2099609375,-27.85,4.18,8.879999999999999,0.13
2020-02-26,3116.389892578125,-27.56,4.27,9.02,0.17
2020-02-27,2978.760009765625,-39.16,4.62,9.41,0.19
2020-02-28,2954.219970703125,-40.11,5.04,9.82,0.27
2020-03-02,3090.22998046875,-33.42,4.97,9.79,0.26
2020-03-03,3003.3701171875,-36.82,4.84,9.72,0.31
2020-03-04,3130.1201171875,-31.99,4.75,9.74,0.35
2020-03-05,3023.93994140625,-39.62,5.05,10.11,0.33
2020-03-06,2972.3701171875,-41.94,5.64,10.85,0.25
2020-03-09,2746.56005859375,-54.46,6.68,11.66,0.16
2020-03-10,2882.22998046875,-47.3,6.38,11.11,0.26
2020-03-11,2741.3798828125,-53.9,6.61,11.38,0.32
2020-03-12,2480.639892578125,-75.47,7.42,12.22,0.38
2020-03-13,2711.02001953125,-57.83,7.31,11.93,0.45
2020-03-16,2386.1298828125,-82.69,8.38,12.79,0.37
2020-03-17,2529.18994140625,-75.91,8.41,12.580000000000002,0.55
2020-03-18,2398.10009765625,-76.45,9.04,13.22,0.64
2020-03-19,2409.389892578125,-72.0,9.82,13.65,0.68
2020-03-20,2304.919921875,-66.04,10.09,13.69,0.55
2020-03-23,2237.39990234375,-61.59,10.87,14.37,0.48
2020-03-24,2447.330078125,-61.67,10.55,14.36,0.46
2020-03-25,2475.56005859375,-63.95,10.11,14.18,0.54
2020-03-26,2630.070068359375,-61.0,9.29,13.4,0.53
2020-03-27,2541.469970703125,-65.54,8.99,13.09,0.47
2020-03-30,2626.64990234375,-57.08,8.82,13.07,0.47
2020-03-31,2584.590087890625,-53.54,8.77,13.62,0.47
