Date,US - SPX,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials,Technology,Communication Services,Utilities,Real Estate,Energy
2016-05-08,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0
2016-05-15,99.48812877215823,99.54506065857886,98.93961179007907,98.5242179616549,100.0,99.94217982075743,98.9191552725069,99.90532544378698,,101.1468359614991,98.43529050107594,99.57101271640876
2016-05-22,99.76570265171857,100.25996533795495,98.90366642703091,98.00706357214935,97.97145003756573,100.73720728534256,100.3458732949232,101.1360946745562,,98.89412246569732,96.1623117122656,101.36356672284357
2016-05-29,102.03778878465519,102.209705372617,100.52120776419842,100.05045408678102,99.54921111945904,102.89100896212777,102.93990703117541,104.37869822485209,,100.0,98.07961881340302,102.84970124099893
2016-06-05,102.04118302240258,103.24956672443675,100.62904385334292,99.78557013118062,100.60105184072125,104.49551893610871,101.64289016304933,104.0,,102.55990169977474,98.50691669228404,101.94576375057456
2016-06-12,101.89244182769022,103.42287694974004,101.49173256649892,99.00353178607466,101.67167543200601,103.7583116507661,100.12970115429023,104.04733727810651,,103.56338316608642,98.8318475253612,103.2174046269343
2016-06-19,100.68444922855267,102.25303292894282,100.16175413371676,98.29717457114026,100.4320060105184,101.27204394333621,97.75183955867101,101.89349112426034,,103.52242473889002,98.89332923455272,102.4819978550636
2016-06-26,99.04090827903245,99.69670710571926,97.7354421279655,96.05196770938447,99.73703981968444,100.15900549291703,95.46044362417061,100.07100591715977,,103.64530002047923,98.86258837995695,102.31346713650989
2016-07-03,102.22688105748307,100.43327556325823,100.98849748382459,99.48284561049445,103.099173553719,104.30760335357039,98.31387966900326,102.88757396449704,,107.47491296334219,103.19735628650474,105.10188447985291
2016-07-10,103.53695001628877,101.73310225303294,102.85765636232927,101.69021190716447,104.60180315552216,106.51922520959813,99.09208659474454,104.44970414201184,,107.59778824493141,104.29757147248692,103.73831775700934
2016-07-17,105.08473429705158,105.67590987868284,105.48166786484543,102.14429868819374,104.62058602554471,107.08297195721306,101.68612033099676,106.53254437869822,,106.49191071062872,105.06916692284045,106.06710586793322
2016-07-24,105.73077879360957,105.4159445407279,104.7627606038821,102.9263370332997,104.24492862509392,108.39838103498118,102.37786692084316,108.47337278106508,,108.04833094409175,106.36335690132186,104.67289719626167
2016-07-31,105.6612681275735,105.48093587521663,104.31344356578,102.95156407669022,102.74229902329076,108.7019369760046,102.248160441329,109.94082840236688,,106.73766127380708,106.60313556716876,103.23272560134824
2016-08-07,106.11189472641078,105.65424610051994,104.79870596693026,102.88849646821392,102.53568745304283,108.7742122000578,103.84781511120693,111.36094674556212,,103.89105058365757,104.33446049800183,103.46254021755786
2016-08-14,106.16925259715559,104.89601386481804,105.24802300503235,103.43087790110998,103.4748309541698,108.09482509395778,103.15607384658445,111.50295857988166,,104.23919721482694,104.1500153704273,105.25509422399266
